Comment,review1,review2,review3
তেল মারতে গিয়ে কেউ যদি তেলের খনি পাইয়া যায় তাহলে অবাক হবোনা,antisocial,antisocial,social
আমার বাকির দোকান বন্ধঘরে ফুরিয়ে গেছে চালকেন ক্ষুধার জ্বালায় কাঁদবে শিশু.......বলে দাও মহাকাল।,antisocial,antisocial,social
"""কিন্তু, আমি তো অবাক #বন্ধু """"সোলাইমান""""""",antisocial,antisocial,social
"""সোলাইমান শোকন, ব্যারিস্টার সুমন রা কখনো গরিবের রিক্সা ভাংয়া নিয়ে ভিডিও বানায় না,গরিবেরে পেটে লাত্তি নিয়ে ভিডিও বানায় না গরিব মানুষ না খেয়ে মারা গেলেও তাদের মাথা ব্যাথা নেই কারণ তাদের একটাই কাজ সরকারের দালালি""",antisocial,antisocial,antisocial
হ ভাই সব ই সম্ভব,antisocial,antisocial,social
এসব ইস্ট্যাস হলো চোর পুলিশ খেলা এজন্য সব কিছু সম্ভব..?,antisocial,antisocial,social
সত্যি বলেছেন ভাই।এই দেশে সব সম্ভব!!!!,antisocial,antisocial,social
"""লকডাউন দেখতে গিয়ে কেউ আটক হয় নাই। খোঁজ নিয়ে দেখেন কেউ ভিসার মেয়াদ বাড়ানোর জন্য এয়ারলাইন্স অফিসে হেটে হেটে যেতে চেয়েছিল,কেউ আবার হাসপাতালে অসুস্থ মা-বাবাকে দেখতে গিয়েছিল।বাংলাদেশের সাংবাদিকদের শিরোনামের কথা আর কি বলো??????আশা করি শিরোনাম না দেখে ওই শিরোনামের পুরো ভিডিওটা দেখবেন। ধন্যবাদ""",antisocial,antisocial,social
যে দেশে ব্যাটারিচালিত অটোরিকশা বন্ধ হবে সেটার ঘোষণা দেওয়া হচ্ছে ব্যাটারি চালিত অটোরিকশায় করে সে দেশে এমন কিছু হওয়াটাই স্বাভাবিক :),social,social,social
শাটডাউন,social,social,social
"""লকডাউন মানে কি দেশের অধিকাংশ মানুষ সেটাই জানে না। বাংলাদেশে ইংরেজি শব্দ টা উচ্চারণ না করে """"গৃহবন্দী"""" শব্দটা উচ্চারণ করলে হয়তো অনেকটা বুঝতে সুবিধা হতো সবার জন্য""",social,social,social
মোটেও অবাক হবো না।,antisocial,antisocial,social
জ্ঞানহীন শিক্ষিতদের হার দিনে ৯.২% করে বাড়ছে।,antisocial,antisocial,social
যে একটা পোস্ট দিলেন। খুব ভালো।,social,social,social
শুধু সম্ভব না লকডাউন না দেখে মানুষের কষ্ট দেখতে গিয়ে তাদের মুখে খাবার তুলে দেওয়া!,social,social,social
অসম্ভব‌কে সম্ভব করা বাংলাদে‌শেই সম্ভব!,social,social,social
বাঙালি সব পারে ভাই,antisocial,antisocial,social
"""ভাবছি,, কাল শাটডাউন দেখতে বের হবো।""",antisocial,antisocial,social
একে বলে বাঙালী,antisocial,antisocial,social
সহমত।,social,social,social
বাংলাদেশ...,social,social,social
হাসপিটাল আর জেল ২টাই ভরবে,antisocial,antisocial,social
চরম বিনোদন পেলাম ভাই,antisocial,antisocial,social
চলেন একটু ঘুরে আসি!,social,social,social
ঠিক বলছেন স্যার,social,social,social
সবই সম্ভব।,social,social,social
পুকুরে কিছু মাছ মরে আছে তাও দারিয়ে দেখতেছে শত শত লোক। এটাই আমাদের দেশ।,antisocial,antisocial,social
পোস্ট দেখতে এসে আমারও পোস্ট করতে ইচ্ছে করতেছে।,antisocial,antisocial,social
এটা শুধুমাত্র বাংলাদেশে সম্ভব,antisocial,antisocial,social
"""আফসোস!!! আমরা অনেকে, বুঝেও বুঝি না! বুঝলেও, সবসময়ের জন্য মানি না! আফসোস লাগে; সত্যি!""",antisocial,antisocial,social
আমরা এমন ই!,antisocial,antisocial,social
"""আমিও দেখতে বের হইছিলাম... রাস্তায় গিয়ে দেখি জনশূণ্য জমিন, ভয়েই বাসায় দৌড়""",antisocial,antisocial,social
হায়রে বাঙালী,antisocial,antisocial,social
কথা সত্য,social,social,social
"""কথাগুলো বুঝতে কিছুটা সময় লাগছে,,""",social,social,social
তাদেরকে দেখার জন্য আপনাকে আমন্ত্রণ জানালাম।,antisocial,antisocial,social
"""গাড়ী ভাংচুর করছে এটা কেমন বিষয় , এই নিয়ে কিছু বলুন""",antisocial,antisocial,social
এটা বাংলাদেশ,antisocial,antisocial,social
এটা তুরস্ক নয়,antisocial,antisocial,social
সরি বলে নিচ্ছি অনুমতি না নিয়ে নক করার জন্য।আপনি কোন এক ভিড়িওতে বলেছিলে কেন এর উত্তর শিক্ষতে।আমি আজ সফল কারণ আমি এমন এক কেন এর উত্তর জানি যা কারো জানা নেই।ফ্রি হলে আপনার মূল্যবান সময় থেকে একটু সময় দিয়েন।আমার প্রধান উদেশ্য দেশের জন্য কাজ করা।যোগাযোগঃ০১৮৭৮৩৫০৫৩৬,antisocial,antisocial,social
এই রকম হয়েছে বস্,social,social,social
বাঙালি বলে কথা,antisocial,antisocial,social
"""লকডাউন কেউ দেখতে যায়??? মানুষ রাস্তায় বের হয় পেটের দায়ে আপনার ঘরে এসি, যানবাহন হিসেবে হেলিকপ্টার, ১ বছরের খাদ্য মজুদ থাকতে পারে। কিছু মানুষের ঘরের এক বেলার খাবারো মজুদ থাকে না। তাদের সমাধান কি? বলতে পারেন??""",antisocial,antisocial,social
উপরের তলায় বসে এগুলা বলাটাও একই রকমভাবে সম্ভব!,antisocial,antisocial,social
"""নগদ নগদ কইরা চিল্লায়া, নগদ এত ভাল, নগদ এত লাভ এত সুবিধা, বলার পর ও যদি নগদ এর হেল্পলাইন ঠিক না করেন তাতেও আবাক হব না,আপনার কথা শুনতে ভাল লাগে কিন্তু নগদের ব্যাপরে আমি অনেক বিরক্ত তাই আপনাকে কিছু পোস্টে এদরনের কথা লিখছি,এ ও যানি এদরনের কথাতে আপনি কিছুই পাত্তা দিবেন না""",antisocial,antisocial,social
"""হালাল কর্মে কখনো লজ্জা করতে নেয়,হোক সেটা রাজমিস্ত্রী কিংবা বাদাম বিক্রি।""",antisocial,antisocial,social
"""প্রয়োজন ছাড়া কেউ বাইরে যায় না,লকডাউন কেমন সেটাও দেখার প্রয়োজন আছে""",antisocial,antisocial,social
শালা আবাল চুদা তোর মতো বাল ছাল অবাগ হলেই কি না হলেই কি । কি করছচ দেশের সাধারন মানুষের জন্য বোকা চুদা শালা,antisocial,antisocial,antisocial
"""তবুও আশার কথা এই যে, মেট্রোরেলের নিচে বৃষ্টি পড়ে না।""",social,social,social
ভাই নগদের পিন ভূলে গেছি কি করবো???,social,social,social
কারন এটা বাংলাদেশ,antisocial,antisocial,social
ভাই আপনার কাছে আবদার শালারে ভালো করে রেস্ট করেন শালায় বাংলাদেশিদের জন্য ইংরেজিতে ভিডিও বানায় কথায় কথায় ইংরেজি মারায়। ভাই ব্রাদার ব্রডকাস্টিং একদিন এই শালাকে নিয়ে মজার কমেন্ট করেছিল।যা আপনি পরতে মানা করছিলেন কিন্তু পরছিল,antisocial,antisocial,antisocial
ভাই আরেকটা বানান,antisocial,antisocial,social
কি হিংসা হয়..!ওর মত হতে চাও..?তাহলে মত খাও,antisocial,antisocial,antisocial
ভাই তুমি সেরা আর বাকি সবাই চিপেস্ট,antisocial,antisocial,social
তোমার কথায় তো মনে হয় ভাই তুমি মিস বাংলাদেশী চিপ মডেল হতে চাও,antisocial,antisocial,social
আপনার চোখে চিপেস্ট হলেও জাজ দের চোখে মাখন তাই ওরা এই গু গুলাকেই সিলেক্ট করবে এটাই স্বাভাবিক ও থুক্কু এটাই সাকিব খানের আসল সাইন্স।,antisocial,antisocial,antisocial
"""নতুন করে, নতুন রুপে আবার হবে রোস্ট, আনলিমিটেড ভরে দিতে হবে গুরু।""",antisocial,antisocial,antisocial
ওরা তো নটি তাই ভাই,antisocial,antisocial,antisocial
র‍্যাম্প শো-তে যখন কোন মেয়ে কোন পোশাক পরে হাটে তখন ভাবি এখানে আসলে পন্যটা কে? পোশাকটা নাকি মেয়েটা?,antisocial,antisocial,antisocial
কে জানতো ৩ বছর আগে রোস্ট করা মুরগীটি আবার জীবিত হয়ে যাবে!,antisocial,antisocial,social
পশমের মডেল,antisocial,antisocial,antisocial
এটার থেকে মন্টি রায় রে বাংলাদেশের হয়ে পাঠাইতো আর বেশি রিপ্রেজেন্ট করতো। ।।।,antisocial,antisocial,antisocial
অতি সস্তা,antisocial,antisocial,social
আহঃ...,antisocial,antisocial,social
এই মহিলা টা কে,antisocial,antisocial,social
উনি তো টিকটকার!,antisocial,antisocial,social
আচোদায়ভরেগেসেদেশ,antisocial,antisocial,social
রোস্ট করে করে আরও ফেমাস বানাচ্ছো.... আমি তো তাদের রোস্ট করার আগে চিনতামই না,antisocial,antisocial,social
Next রোস্ট করা হোক... মামুনুল হোক হুজুরকে নিয়ে...,antisocial,antisocial,social
টাঙিয়া জামান মেথিলা,antisocial,antisocial,social
তাহলে ভাই রোস্ট করে কি লাভ হলো??,antisocial,antisocial,social
"""তখন এ্যাটা ফ্লপ খাইছিল, এখন আবার হিট হবে…!""",antisocial,antisocial,social
ও অন্য দেশে গিয়ে ও দেশের কালচারের সাথে ভালোই জামা খুলতে পারবে তাই ওকে দিছে। বাকিদের ওতোটুকু সম্ভ্রম আছে। এটা কেউ বুঝতেছেনা কেন।,antisocial,antisocial,antisocial
এটাই সাইন্স,antisocial,antisocial,social
সানাই যদি নিছ তলা বাড়া দিয়ে দৌতলা বানাতে পারে। তাহলে এই মেয়ে বিদেশে বড় বড় হোটেলে আসা যাওয়া করে মিস ওয়ার্ল্ড হতে পারবেনা ক্যান।,antisocial,antisocial,antisocial
আরে মিয়া এই ভিডিও তে ভালো ইনকাম হইছিলো এইটা ভুলে গেলে চলবে না,antisocial,antisocial,social
"""তুই মামুনুলকে নিয়ে কেন মুখ খুলছিস না,,,,তুই কি চশমা পরে ১মাসের ঘুমের বিরতি নিছিস,,!গত ২সপ্তাহ ধরে এই মামুনুল কুলাঙ্গারকে কেন্দ্র করে দেশে যে অস্থির অবস্থা চলছে তা নিয়ে দেখি তোমার কোন খবর নাই,,,! * কারণ টা হতে পারে, তুই খুব ভালো করেই জানিস যে বর্তমান বাংলাদেশে মামুনুলের জনপ্রিয়তা আর অন্ধভক্তের সংখ্য অনেক অনেক বেশি, যাদের অনেকেই আবার তরও ফেন্! এখন মামুনুলকে নিয়ে যদি তুই",antisocial,antisocial,antisocial
দুনোটাই জারজ,antisocial,antisocial,antisocial
উফ বুজলাম না কে ঠ্যালেন্ট এর মর্যাদা দিলো না,antisocial,antisocial,social
সবই দুগ্ধলিলার খেলা,antisocial,antisocial,antisocial
তাসিন ভাই কন্টেন এর অভাব চলতাছে নাকি? রোস্ট নাহিদড্রেইন্স এগেইন।,antisocial,antisocial,social
এই মেয়েকে দেখে আপনার কথাই প্রথম মনে হইছিলো,antisocial,antisocial,social
এটাই কি ছোট আজাদ,antisocial,antisocial,social
এধরণের মেয়েদের যায়গা ব্রেজার্স আর নটি আমেরিকার মতো যায়গায়। এরা নাকি আবার সাকসেসফুল মডেল। হ্যা সাকসেসফুল ব্রেজার্সে। আই থিংক ব্রেজার্সেও এরা পাত্তা পাবেনা।,antisocial,antisocial,antisocial
মাঠে-ঘাটে সব জায়গায় পারফরম্যান্স ভালো,antisocial,antisocial,social
তুই নিজেই চিপ হালারহুত থালা। ভিউয়ের লায় নিজেরে বিক্রি কইরা লাস এক সেকেন্ড এ।,antisocial,antisocial,social
দান করলে আল্লাহ তার প্রতিদান দুনিয়াতেও দেয়,social,social,social
মাঠে খাটে অনেক পরিশ্রম করছেন হয়তোআমি বাংলা লিখতে অনেক বানান ভুল করি,antisocial,antisocial,social
তুমি মনে হয় অন্যের জীবন নিয়ে বেশিই মাথা ঘামাচ্ছ।,antisocial,antisocial,social
ভাই ৩ বছর আগেই দেখেছিলাম আজকে আবার দেখলাম বাকিটা ইতিহাস,antisocial,antisocial,social
যেই দেশে মমতাজের মতো একজন শিল্পী পিএইচডি করা আইনজীবীকে আইন শেখায় সেদেশে আর কি হতে পারে,antisocial,antisocial,social
সেই সময়ের তাহসিনেশন আর এখনের তাহসিনেশনের অনেক পার্থক্য হয়ে গেছে,antisocial,antisocial,social
এদেরমত ক্ষেত কিভাবে যে বাল ছাল বুঝিনা।,antisocial,antisocial,social
উড়াত দেখাইলে অখন মানুষ মডেল অইযায় । সস্তা বস্তাপচা মুডেল,antisocial,antisocial,antisocial
"""দাদা, মামুনুল হক নামক এক ব্যক্তিকে নিয়ে বাংলাদেশে যেনো কি হচ্ছে, জানেন কিছু""",antisocial,antisocial,social
টাঙ্গিয়া তার মানে এখন বাথরুমে ভিডিও করতে আইসো না প্লিজ,antisocial,antisocial,social
মামুনুল্লারে নিয়া এক্কান ভিডিও চাই বাতিজা। চন্দ্রবাসীর আবদার,antisocial,antisocial,social
"""আসলেই , সানি ---মিয়াদিদেরও হওয়া উচিত ছিল । তাহলে এত অবাক হবার ঘটনা থাকতো না ।""",antisocial,antisocial,antisocial
ছেলেরা চায় বেহুলা পায় মিথিলা। মেয়েরা চায় তাহসান পায় নাসির।,antisocial,antisocial,social
মমতাজ তো ডক্টরেট ডিগ্রি পাইলো। ভাই আপনার কাছ থেকে নিরবতা আশা করি নি।,antisocial,antisocial,social
নাম সরাইয়া নিয়েছে আবার,antisocial,antisocial,social
এক্সপোস কে রোস্ট বলতে পারেন কিভাবে?,antisocial,antisocial,social
রোস্ট করে দেশকে রিপ্রেজেন্ট করা তাহসিন তাও দেশের বাইরে থেকে,antisocial,antisocial,social
"""আরে এরা কারা,কোত্থেকে এলো এরা""",antisocial,antisocial,social
"""প্রচন্ড মাথা ব্যথা করছিলো,, কোনো ওষুধেই কাজ হচ্ছিলো না,, অতঃপর এই ছবিটা দেখলাম এখন সাথে মাথা আছে কিনা সেটাই বুঝতে পারছি না...!""",antisocial,antisocial,social
"""দ্বিতীয়টা ১৫ বার """"জাংগিয়া টানান মিথিলা"""" পড়া আমি""",antisocial,antisocial,social
একটা রোস্ট ভিডিও হয়ে যাক।,antisocial,antisocial,social
এত হাসি কোথায় রাখি,antisocial,antisocial,social
চোদরবোদর হয়ে গেলো না,antisocial,antisocial,antisocial
এদিকে টাঙ্গিয়া কে জাঙ্গিয়া পড়া আমি,antisocial,antisocial,social
"""হায় হায়! উনিও """"জামান""""""",antisocial,antisocial,social
"""পোলারা কেম্নে হাগে অয় এই গুলার ভিডিও করে, এখন বাইরের দেশের হাগার ভিডিও করবে ফইনির বাচ্চা""",antisocial,antisocial,antisocial
আমরা মামুনুল হকের দ্বিতীয় বিয়ের ব্যাপারে বিভ্রান্ত তথ্য চাই রোস্ট চাই,antisocial,antisocial,social
জাঙ্গিয়া জামান মিথিলা,antisocial,antisocial,antisocial
এতো মিল,antisocial,antisocial,social
তারে কোনো ভাবে কি আমার কাছে পাঠানো যায়?একটু দেখাদেখি করতাম আর কি,antisocial,antisocial,social
খাদক যখন অনেকদিন পর খাদ্য খুঁজে পায়,antisocial,antisocial,social
জাঙ্গিয়া টাঙ্গান তাসিন,antisocial,antisocial,antisocial
জাঙ্গিয়া জামান মিথিলা ইস পারফেক্ট,antisocial,antisocial,antisocial
শৌচাগারে দেখতে গিয়েছে পুরুষের নুনু কত্ত বড়,antisocial,antisocial,antisocial
ফিতা কৃমির মতো চেহারা হলে কি এই পোস্টে আবেদন করা যাবে?,antisocial,antisocial,antisocial
আর এদিকে কমেন্টস গুলো পড়ার পর তাদের তিনজনের অনুভূতি কি? সেটা জানতে চাওয়া আমার মন কেউ কি তাদের মেনশন করতে পারবেন?,antisocial,antisocial,social
চারিদিকে শুধু মিথিলার জয়,antisocial,antisocial,social
তার মানে রোস্ট হচ্ছে...,antisocial,antisocial,social
বাংলাদেশের সব দলই একই,social,social,social
পেজ টি ফলো করুন ব্যাক পাবেন ইনশাআল্লাহ,social,social,social
বিএনপি বাংলাদেশের সবচেয়ে জনপ্রিয় রাজনৈতিক দল,social,social,social
বিনপি কি ভাবে সমাধান দিবে তারা ত আর আগষ্ঠ এর মামলার বাধনে বাধা আর এই গুলো কি মিথা,social,social,social
ইনশাআল্লাহ গনতন্ত্রের জননী দেশমাতা বেগম খালেদা জিয়া ছাড়া বাংলাদেশে কোন নির্বাচন হবেনা,social,social,social
এই দানব সরকারকে হঠাতে আন্দোলনের কোন বিকল্প নেই,antisocial,antisocial,antisocial
নিরপক্ষ নির্দলীয় তথ্যাবদায়ক সরকারের অধিনে জাতীয় নির্বাচন,social,social,social
খালেদা জিয়ার তারেক রহমানের মুক্তি চাই,social,social,social
জাতীর ভোটের অধিকার ফিরিয়ে দেওয়া হোক,social,social,social
দ্রব্য মূল্যের দাম স্থিতিশিল,social,social,social
বলেছিল লক্ষ মানুষ হবে হল ১০ ১৫হাজার হা হা,social,social,social
জাতীয় দলে খুবই প্রয়োজন,social,social,social
এখন তো দুই মাঠে খেলছে নিয়মিত প্যাকটিস ও করছে তাই ওর উন্নতি হয়েছে বিসিবির কাছে অনুরোধ তামিমা কে জাতীয় দলের কোচ হিসেবে দেখতে চাই,social,social,social
গু খা তুই।।,antisocial,antisocial,antisocial
সবই ভাবির দোয়া,social,social,antisocial
"""খেল বেশি করে খেলো, ঘরে খেলো বাইরে খেলো, খেলো তামিমা ভাবির আগুন জ্বলছে নাসির বুকে দিগুন""",antisocial,antisocial,antisocial
গত ৪ দিন থেকে এই বালের কথা হাজার বার বলা হয়েছে!।বেটা নষ্ট নাসির তুমি যতই ভাব দেখাও জাতি তোমাকে ছিনে ফেলছে।,antisocial,antisocial,antisocial
তুই জাতীয় লজ্জা,antisocial,antisocial,antisocial
মাঠে খাটে সব জায়গায় ভাল খেলতেছে আজকাল,antisocial,antisocial,antisocial
যেখানে খেলুক ও খেলুক,social,social,social
নাসিরের জার্সি নাম্বার 69,social,social,social
"""ছেলেটা মাঠে ঘাটে এবং খাটে ভালো খেলে শুধু তোমরা বোঝনা,""",antisocial,antisocial,antisocial
জাতীয় দলে গেলেই তো ধোনের পানি শুকাইয়া যায়,antisocial,antisocial,antisocial
তোমার শরীর থেকে তামিমার গন্ধ বইসে সেই সুখে তুমি পাগল হয়ে গেছ,antisocial,antisocial,antisocial
ছি ছি নাসির,antisocial,antisocial,antisocial
"""এখানে কমেন্ট করতে আসা লোকের চেয়ে, কমেন্ট পড়তে আসা লোকের সংখ্যা অনেক বেশি হবে। তাদের জন্য বিরিয়ানীর ব্যাবস্থা রাখা হোক""",social,antisocial,antisocial
নাসিরের লজ্জা হওয়া উচিত ছি ছি ছি,antisocial,antisocial,antisocial
নাসির লুচ্চা মাঠে দেখতে চাই না,antisocial,antisocial,antisocial
কিছু বলবো না শুধু কমেন্ট পরতে আসছি,social,social,social
ছাগলের তিন নম্বর বাচ্চা,antisocial,antisocial,antisocial
নাসির সাহেব এর একটা আকামের কারনে আজ সবাই শুধু হাহা রিয়েক্ট দেয়- কেনো এই আকাম টা করলেন তামিমা খালার সাতগে নাসির সাহেব,antisocial,antisocial,antisocial
নাসির একটা বালের প্লিয়ার।,antisocial,antisocial,antisocial
নাসির মাঠে খেলুক বা যেখানেই খেলুক শুভ কামনা,social,antisocial,antisocial
তুই একটা অমানুষ,antisocial,antisocial,antisocial
"""টোট্যাল কথা হইলো, নাসির খেলাধুলায় ছোট বেলা থেকেই ভালো ছিলো...""",social,social,social
তামিমা আর নাসিরের মতো বাংলার বেয়াদব আর একটাও নাই?নাসির কি করে মুখ দেখাছ????,antisocial,antisocial,antisocial
"""নাসির মানেই অলরাউন্ডার ,বোলিং, ব্যাটিং, অগণিত প্রেম করা এবং অন্যের বউকে বিয়ে করাতেও সেরা। সবার নাসির ভাইয়ের মত এভাবে পরিশ্রম করা উচিত""",antisocial,antisocial,antisocial
তুই একটা লুইচ্ছা ও নষ্টা,antisocial,antisocial,antisocial
নাচির সৎ চরিত্রের একজন ছেলে,social,social,social
সালা সবদোষ আমার দাদার সালা যদি মার্কেট না দিয়ে রংপুরে একটা কন্ডম এর দোকান দিত তাহলে আর এই দিন দেখতে হতো না।,social,antisocial,social
নাসির মানে সেরা অলরাউন্ডার মাঠে খাটে সেরা খেলোয়াড় ভালো হোক আগামীর দিনগুলো। ভালো থাকুকতামিমা ভাবি,antisocial,antisocial,antisocial
বার ভাতারি তামিমা কে বিয়ে করার পর রংপুরর মফিজ নাসির এখন মাঠে এবং খাটে ভালই খেলতেছে,antisocial,antisocial,antisocial
"""জয় নাছির কাক্কু,""",social,social,antisocial
আজ ইফতারের সময় তোর আর তোর শশুর বাড়ির সকলের জন‍্য মন থেকে দুয়া করবো।হয়তো আল্লাহ্ তোদের সকলকে হেদায়াত দান করুক নয়তো তোদের সব গুলোরে সমুলে ধংস করেদিক। আমি তোদের মত এতো নিলর্জ বেহায়া আর বেবিচারি আর কোথায় দেখিনাই।,antisocial,social,social
শুভ কামনায় নিরন্তর।,social,social,social
নাসির হলো কীট,antisocial,antisocial,antisocial
কুকুরের বাচ্চা নাছির,antisocial,antisocial,antisocial
বাইনছুদ,antisocial,antisocial,antisocial
"""সব জায়গাতেই নাসিরের সেঞ্চুরি নাসির মাঠে খেলুক আর যেখানেই খেলুক, আমি চাই নাসির খেলুক""",social,social,social
নাসির ভাই ওপেনিং ব্যাটসম্যান,social,social,social
ভারোভাতারী তামীমা সানি লিওন মিয়া খলিফা,antisocial,antisocial,antisocial
ভাই ভাবী আদর কেমন করতেছে,social,antisocial,antisocial
সাগরে গোসল করতে কেমতা লাগে,social,antisocial,antisocial
ভাই আমি ভাবছিলাম পরী মনিকে আপনি ধর্ষন করছেন। তাই আপনার টাইমলাইনে আসছি গালি দেয়ার জন্য। কিন্ত অন্য কেউ গালি দিচ্ছে না দেখে বুঝতে পারলাম আপনি সেই নাসির নাহ।,antisocial,antisocial,antisocial
দালাল হা কর আমি তোর মুখে প্রসাব করবো,antisocial,antisocial,antisocial
"""নাসির মাফ করে দিস ভাইতোরে নিয়া অনেক ট্রল করছি, গালাগালি করছি!অথচ একই কাম আর একজন করতেছে তারে নিয়া একটা কথা বলারও বাক স্বাধীনতা নেইশুধুমাত্র সে ধর্ম বেচে বলে!""",social,social,social
নাসিরের রুচি নাই,social,social,social
"""আমি পড়ছিলাম, বাবা হওয়ার পথে নাসির""",social,social,social
নাসির হলো কুকুর,antisocial,antisocial,antisocial
এমন খেলা আন্তর্জাতিকেও হোক।,social,social,social
আই ফাক বাংলাদেশ ক্রিকেট দল নির্বাচক,antisocial,antisocial,antisocial
আর তামিম ভাই আপনকে বলি দয়া করে টেস্ট ম্যাচ খেলবেন না কেমন,social,social,antisocial
কু্ত্তামারা গরমে আজিয়্যে ডাক মারি দিবুনে হনো,antisocial,antisocial,antisocial
মূল ম্যাচে ১০০ বলে ৫০ রান করা ডট বাবা তামিম,social,antisocial,social
ইমরুল কে আশা দিয়ে রাখলেন না কেন?,social,social,social
ওয়ানডে খেলার সময় উল্টো খেলবে...তখন দেখা যাবে বলের যায়গায় রান আর রানের যায়গায় বল থাকবানে,social,social,social
বাংলাদেশ দলের জন্য শুভকামনা।,social,social,social
ভালোবাসা অভীরাম প্রিয়।,social,social,social
বিগত পারফর্মেন্স গুলো বেস ভালো ছিলো।,social,social,social
তুমি নু কইলায় ইমরুল কায়েস কে সুযোগ দেয়া হবে কই ওই মোহাম্মদ মিথুন তো আজকেও আন্ডা মারল,social,antisocial,social
অভিনন্দন সেন্সুরি টা মিস হয়ে গেলো । পরবর্তী ম্যাচের জন্য শুভকামনা,social,social,social
"""বিশ্বাসটা আপনার উপর অবিরাম থাকে,সে বিশ্বাসের মুল্যও আপনি যতটা সম্ভব দেয়ার চেষ্টা করেন, হয়তো প্রতিটি দিন মানুষের ভালো যায়না,""",social,social,social
ইমরুল কে ডেকে এনে এত অপমান করার মানি কি,social,social,social
আমরা সবাই নিজের মতো করে সুন্দর অন্যের মতো হওয়ার প্রয়োজন নেই!,social,social,social
প্রিয় ক্রিকেটার,social,social,social
আপনি তামিম ইকবাল থেকে ডট বাবা হয়ে উঠার গল্প শুনাবেন কি?,social,antisocial,social
ভাই প্রথম ম্যাচে ১০০ করবেন ইনশাআল্লাহ,social,social,antisocial
যতদিন ইমরুল কায়েস কে দলে না নিবে ততদিন বাংলাদেশের খেলা দেখবোনা। বেইমানের দল।,antisocial,antisocial,antisocial
এই হাসি অম্লান থাকুক সারাজীবন গুরু,social,social,antisocial
আপনি একমাত্র ক্রিকেটার। যার সমালোচনার মুখোমুখি হয়ে একাধিকবার চোখে পানি আসছে।,social,social,social
অপেক্ষায় রইলাম প্রিয় ভাই,social,social,social
ওপেনিং এ সৌম্যকে খেলানো হোক।আর মোসাদ্দেকের জায়গায় লিটনকে,social,social,social
দোয়া ও ভালোবাসা রইলো প্রিয় ভাই,social,social,social
শ্রীলঙ্কাকে দেশে এনে জুলুম করতেছো এর বিচার হবে একদিন,social,antisocial,social
তামিম অধিনায়ক আছে যতদিন সম্যু দলে ডাক পাবে না ততদিন। কারন তামিম সম্যুকে হিংসা করে।। তামিম সম্যুকে ইচছে করেই অনেকবার রান আউট করছে।,social,antisocial,social
ক্রিকেটের সব খবর সবার আগে পেতে সাথে থাকুন,social,social,social
জয় অব্যাহত থাকুক। বাংলাদেশের হারে মন খারাপ হয়ে যায়। জয়ে মন ভালো হয়।,social,social,social
ইমরুল কায়েস ভাই কে দলে ফেরানো হোক,social,social,social
তামিম ভাই টিম ম্যানেজমেন্ট কি শুধু জিম্বাবুয়ে শ্রীলঙ্কা ওয়েষ্ট উইন্ডিজ এর সাথে সফর রাখতে ইচ্চুক বড় কোন দলের সাথে সফর রাখতে ইচ্চুক নয় বড় টিমের সাথে সফর রাখলে জিততে না পারলেও কিছুকিছু ট্যালেন্ট আপনাদের মাথায় আসবে কিন্ত এইসমস্ত দলের সাথে খেললে জীবনেও বাংলাদেশ টিমে,social,social,social
ভালবাসা অভিরাম বস,social,social,social
"""কতগুলো মদনে বলতেছে সাকিব নাকি একাই অনিয়মের বিরুদ্ধে প্রতিবাদ করছে।এটা প্রতিবাদ হয় কেমনেরে বোকাসোদা?উইকেট না পাইয়া স্ট্যাম্প আম্পায়ার উপর রাগ ঝাড়ে আর এতেই কি প্রতিবাদ হয়ে গেলো?একবার ডিপলি চিন্তা করতো সাকিব যদি সেদিন মুশফিকের আউটটা অন্যভাবে পেয়ে যেত তাহলে সে এতো",antisocial,antisocial,antisocial
আমার সবচেয়ে প্রিয় খেলোয়াড় তামিম ইকবাল ভাই,social,social,social
ভালোবাসি তোমাকে অনেক বেশি বস,social,social,social
আপনি মানেই সেরা,social,social,social
বাংলাদেশ ক্রিকেট জগৎ-এর অহংকার,social,social,social
বর্তমান সমাজতন্ত্রটাই এমন বৃত্তবান ও ক্ষমতাসীনকে কিছু বললেই বিপদ,social,social,social
"""প্রকৃতপক্ষে কোনো নারী অধিকার কর্মী বলতে কিছুই নাই। যদি থাকতো পৃথিবীর আনাচে কানাচে নারীদের অত্যাচারিত হলে তারা সোচ্চার হতো। চাই সেই অত্যাচারিত নীপিড়িত নারীরা মুসলিম,খৃস্টান, ইহুদি যেকোনো ধর্মেরই হোক। পশ্চিমা পুরুষতান্ত্রিক পুঁজিবাদী বা ভোগবাদি সমাজ নারীর দুর্বল",social,social,social
বিয়াদপ মেয়ে,social,antisocial,social
মামুনুল হক কে ফলো করছে ।,social,social,social
একজন পশ্চিমা সফল যৌন কর্মীর মুখে এর চেয়ে ভালো কিছু আশা করা যায় না।,antisocial,antisocial,antisocial
বুদ্ধিবেশ্যা,antisocial,antisocial,antisocial
মালামাল ইউসুফ,social,social,social
পুরানো একটা কথা আছে “ দুই টাকার যোগী ভাত রে কয় অনন “ মালালা র অবসহা ও হইছে সেইরকম । কি কারনে সে নোবেল পুরস্কার পেয়েছিলো এতোদিনে বিশ্ব বাসী বুঝবে ।,social,social,social
